plant;f.mass;f.size1;f.size2;no.seeds;parent;parentname;t.seeds;forest;pred
Prpa;173;5.72;5.58;1;C;Mc_Prpa;50.3;l;NA
Prpa;274;5.89;6.8;1;C;Mc_Prpa;43;l;NA
Prpa;249;7;6.44;1;C;Mc_Prpa;37.9;l;NA
Prpa;315;7.45;7.38;1;C;Mc_Prpa;48.6;l;NA
Prpa;217;6.29;6.1;1;C;Mc_Prpa;54.2;l;NA
Prpa;285;7.09;7.13;1;C;Mc_Prpa;45.3;l;NA
Prpa;229;6.1;6.18;1;C;Mc_Prpa;38;l;NA
Prpa;229;5.8;6.45;1;C;Mc_Prpa;43.9;l;NA
Prpa;226;6.75;6.15;1;D;Md_Prpa;40.1;l;NA
Prpa;269;7.18;6.75;1;D;Md_Prpa;60.1;l;NA
Prpa;190;6.16;5.73;1;D;Md_Prpa;42.9;l;NA
Prpa;237;6.53;5.87;1;D;Md_Prpa;56.4;l;NA
Prpa;190;6.26;6;1;D;Md_Prpa;39.4;l;NA
Prpa;195;6.49;5.73;1;D;Md_Prpa;42.5;l;NA
Prpa;206;6.58;6.2;1;D;Md_Prpa;44.7;l;NA
Prpa;197;6.28;5.68;1;D;Md_Prpa;49.4;l;NA
Prpa;261;6.46;6.5;1;D;Md_Prpa;46.7;l;NA
Prpa;222;6.63;6.13;1;D;Md_Prpa;46;l;NA
Prpa;308;6.59;7.62;1;E;Me_Prpa;46.6;l;NA
Prpa;274;7.26;7.19;1;E;Me_Prpa;49.8;l;NA
Prpa;287;7.75;7.3;1;E;Me_Prpa;47.2;l;NA
Prpa;263;7.3;6.18;1;E;Me_Prpa;40.1;l;NA
Prpa;310;7.17;6.93;1;E;Me_Prpa;46.4;l;NA
Prpa;346;7.13;6.18;1;E;Me_Prpa;45.8;l;NA
Prpa;252;7.22;6.35;1;E;Me_Prpa;42.8;l;NA
Prpa;169;6.34;5.75;1;E;Me_Prpa;41.8;l;NA
Prpa;209;6.38;5.75;1;E;Me_Prpa;40.8;l;NA
Prpa;270;6.94;6.78;1;E;Me_Prpa;47.2;l;NA
Rhca;3506;8.32;7.42;4;A;1S_Rhca;75.3;l;NA
Rhca;3021;7.63;7.42;4;A;1S_Rhca;71.5;l;NA
Rhca;2665;7.79;6.74;4;A;1S_Rhca;64.4;l;NA
Rhca;2116;6.5;6.65;1;A;1S_Rhca;19.2;l;NA
Rhca;2074;6.46;6.23;4;A;1S_Rhca;52.2;l;NA
Rhca;241;6.72;6.68;4;A;1S_Rhca;52.6;l;NA
Rhca;1955;6.11;6.62;3;A;1S_Rhca;37.4;l;NA
Rhca;2039;6.58;6.76;3;A;1S_Rhca;43.7;l;NA
Rhca;3924;8.44;7.54;1;G;3_Rhca;15.7;o;NA
Rhca;2671;7.56;7.1;0;G;3_Rhca;;o;NA
Rhca;3887;7.02;8.71;1;G;3_Rhca;16.8;o;NA
Rhca;3192;7.82;7.24;4;G;3_Rhca;61.2;o;NA
Rhca;2544;6.8;6.64;4;G;3_Rhca;50.6;o;NA
Rhca;2371;6.53;6.19;2;G;3_Rhca;27;o;NA
Rhca;3928;8.44;7.4;3;G;3_Rhca;56.1;o;NA
Rhca;376;7.63;6.9;1;G;3_Rhca;19.9;o;NA
Rhca;1985;6.47;5.38;2;G;3_Rhca;33.4;o;NA
Rhca;2065;6.64;6.29;1;H;3a_Rhca;22.8;o;NA
Rhca;2039;6.49;6.83;2;H;3a_Rhca;25.4;o;NA
Rhca;2576;6.4;6.99;1;H;3a_Rhca;14.7;o;NA
Rhca;1985;6.98;6.19;2;H;3a_Rhca;29.4;o;NA
Rhca;2374;6.14;5.7;1;H;3a_Rhca;11.7;o;NA
Rhca;2132;5.84;5.4;2;H;3a_Rhca;27.6;o;NA
Rhca;2318;6.98;6.58;2;H;3a_Rhca;31.4;o;NA
Rhca;1981;6.08;5.94;3;H;3a_Rhca;47.8;o;NA
Rhca;1881;7;6.03;3;I;4_Rhca;40.3;o;NA
Rhca;2022;6.2;6.59;1;I;4_Rhca;14;o;NA
Rhca;2668;7.32;7.2;2;I;4_Rhca;29.7;o;NA
Rhca;1101;5.69;5.18;2;I;4_Rhca;31.2;o;NA
Rhca;2422;6.84;6.85;2;I;4_Rhca;28.8;o;NA
Rhca;1414;5.59;5.35;1;I;4_Rhca;16;o;NA
Rhca;1157;5.67;5.47;1;I;4_Rhca;12.9;o;NA
Rhca;2431;6.63;6.41;3;I;4_Rhca;41;o;NA
Rhca;1664;6.25;6.01;3;J;5_Rhca;38.9;o;NA
Rhca;2305;6.34;6.85;1;J;5_Rhca;16.5;o;NA
Rhca;2775;7.66;7.28;3;J;5_Rhca;40.6;o;NA
Rhca;1759;5.99;6.02;3;J;5_Rhca;49.7;o;NA
Rhca;1912;6.34;6.46;3;J;5_Rhca;48;o;NA
Rhca;1809;6.41;6.22;1;J;5_Rhca;13.4;o;NA
Rhca;2104;6;6.48;3;J;5_Rhca;32.5;o;NA
Rhca;2118;6.23;6.68;2;J;5_Rhca;24.8;o;NA
Rhca;2871;7.59;7.73;2;K;7_Rhca;43.2;o;NA
Rhca;3172;7.52;7.05;3;K;7_Rhca;68.1;o;NA
Rhca;272;7.51;7.6;3;K;7_Rhca;59.6;o;NA
Rhca;1974;7.32;6.42;1;K;7_Rhca;18.4;o;NA
Rhca;2452;7.32;7.58;3;K;7_Rhca;59;o;NA
Rhca;2293;6.13;6.37;2;K;7_Rhca;36.4;o;NA
Rhca;2946;6.67;7.16;3;K;7_Rhca;59.3;o;NA
Rhca;3627;7.8;7.4;4;K;7_Rhca;84.6;o;NA
Rhca;3613;8.15;7.65;2;K;7_Rhca;38.1;o;NA
Rhca;2251;6.46;7.74;3;K;7_Rhca;44.2;o;NA
Rhca;2938;7.32;7.88;4;B;MDA_Rhca;49.3;l;NA
Rhca;267;7.55;6.96;3;B;MDA_Rhca;45.1;l;NA
Rhca;1795;5.66;5.91;2;B;MDA_Rhca;30;l;NA
Rhca;1972;6.46;5.71;2;B;MDA_Rhca;27.6;l;NA
Rhca;2522;6.99;6.75;3;B;MDA_Rhca;43.3;l;NA
Rhca;1597;5.88;5.71;1;B;MDA_Rhca;15.5;l;NA
Rhca;1852;5.77;5.83;3;B;MDA_Rhca;32.2;l;NA
Rhca;782;4.77;4.73;1;B;MDA_Rhca;13.6;l;NA
Rhca;1931;7.35;6.01;1;B;MDA_Rhca;15.3;l;NA
Rhca;357;8.14;8.12;4;C;MR1_Rhca;74.2;l;NA
Rhca;3443;7.81;7.93;3;C;MR1_Rhca;59.7;l;NA
Rhca;3286;8.38;3.04;4;C;MR1_Rhca;55.8;l;NA
Rhca;4605;8.08;8.66;4;C;MR1_Rhca;78.4;l;NA
Rhca;2785;7.18;7.32;2;C;MR1_Rhca;24.9;l;NA
Rhca;2633;7.42;7.38;2;C;MR1_Rhca;29.5;l;NA
Rhca;3453;7.65;7.55;4;C;MR1_Rhca;50.9;l;NA
Rhca;3518;8.06;7.77;4;C;MR1_Rhca;75.9;l;NA
Rhca;3397;7.76;7.56;4;C;MR1_Rhca;62;l;NA
Rhca;272;7.27;7.28;2;D;MR2_Rhca;36;l;NA
Rhca;2252;5.82;6.32;2;D;MR2_Rhca;39.2;l;NA
Rhca;2365;6.64;6.23;2;D;MR2_Rhca;38.8;l;NA
Rhca;2025;5.96;6.42;2;D;MR2_Rhca;31.2;l;NA
Rhca;2736;6.95;7.44;3;D;MR2_Rhca;51.2;l;NA
Rhca;2442;6.88;6.67;4;D;MR2_Rhca;61.9;l;NA
Rhca;2427;6.68;6.42;3;D;MR2_Rhca;52.9;l;NA
Rhca;198;6.12;6.22;2;D;MR2_Rhca;32.3;l;NA
Rhca;2738;6.62;7.23;3;D;MR2_Rhca;78.9;l;NA
Rhca;2079;7.03;7.06;2;E;MR3_Rhca;29.4;l;NA
Rhca;191;6.81;5.92;2;E;MR3_Rhca;26.4;l;NA
Rhca;2573;7.38;7;3;E;MR3_Rhca;44.6;l;NA
Rhca;2051;6.75;6.08;3;E;MR3_Rhca;40.8;l;NA
Rhca;2253;6.86;6.52;2;E;MR3_Rhca;31.1;l;NA
Rhca;1287;5.21;5.69;2;E;MR3_Rhca;23.1;l;NA
Rhca;1359;5.73;5.05;1;E;MR3_Rhca;19.4;l;NA
Rhca;2119;5.9;6.18;3;E;MR3_Rhca;37.5;l;NA
Rhca;1545;6.22;6;1;F;MR4_Rhca;17.3;l;NA
Rhca;2364;7;7.22;1;F;MR4_Rhca;16.2;l;NA
Rhca;1941;6.64;6.37;3;F;MR4_Rhca;37.6;l;NA
Rhca;2686;7.46;6.69;2;F;MR4_Rhca;41.9;l;NA
Rhca;2537;7.31;6.59;3;F;MR4_Rhca;48.6;l;NA
Rhca;2949;6.93;7.25;4;F;MR4_Rhca;67.5;l;NA
Rhca;1459;6.1;5.38;3;F;MR4_Rhca;38.1;l;NA
Rhca;167;5.84;5.35;1;F;MR4_Rhca;22.4;l;NA
Rhca;3041;7.42;8.28;3;L;T_Rhca;45;o;NA
Rhca;2293;6.63;7.51;4;L;T_Rhca;31.1;o;NA
Rhca;2312;6.99;6.29;4;L;T_Rhca;37.8;o;NA
Rhca;2622;7.4;7.66;3;L;T_Rhca;51.9;o;NA
Rhca;1727;6.93;6.9;4;L;T_Rhca;33.5;o;NA
Rhca;2436;6.71;6.7;3;L;T_Rhca;30.2;o;NA
Rhca;3237;7.64;6.93;4;L;T_Rhca;30.2;o;NA
Rhca;2409;7.45;6.5;3;L;T_Rhca;42.7;o;NA
Rini;612;10.12;9.13;18;G;301_M9_Rini;26.4;o;NA
Rini;216;7.08;6.41;4;G;301_M9_Rini;6;o;NA
Rini;509;9.04;8.57;8;G;301_M9_Rini;12.9;o;NA
Rini;382;8.37;8.04;14;G;301_M9_Rini;16.5;o;NA
Rini;747;10.4;9.73;24;G;301_M9_Rini;40;o;NA
Rini;377;8.9;8.15;8;G;301_M9_Rini;13.3;o;NA
Rini;411;8.56;8.13;7;G;301_M9_Rini;12.9;o;NA
Rini;531;10.11;9.51;30;H;303_M1_Rini;28.8;o;NA
Rini;388;8.9;8.45;20;H;303_M1_Rini;18.1;o;NA
Rini;251;7.15;6.95;3;H;303_M1_Rini;3.4;o;NA
Rini;662;10.29;9.97;26;H;303_M1_Rini;26.3;o;NA
Rini;655;10.43;9.85;22;H;303_M1_Rini;23.9;o;NA
Rini;555;9.73;9.3;18;H;303_M1_Rini;17.4;o;NA
Rini;688;10.75;9.9;24;H;303_M1_Rini;29.3;o;NA
Rini;444;9.17;8.42;14;H;303_M1_Rini;12.9;o;NA
Rini;239;7.4;7.33;6;I;314_Ma_Rini;2.9;o;NA
Rini;249;8.07;7.25;9;I;314_Ma_Rini;4.5;o;NA
Rini;367;8.65;8.25;11;I;314_Ma_Rini;5.8;o;NA
Rini;283;7.86;7.69;6;I;314_Ma_Rini;7.7;o;NA
Rini;425;9.51;8.9;19;I;314_Ma_Rini;19.7;o;NA
Rini;418;8.75;8.32;15;I;314_Ma_Rini;12.7;o;NA
Rini;324;8.59;8.05;14;I;314_Ma_Rini;9.8;o;NA
Rini;412;8.96;8.35;13;J;314_Mb_Rini;13.4;o;NA
Rini;384;8.93;8.47;6;J;314_Mb_Rini;8;o;NA
Rini;349;8.36;7.74;15;J;314_Mb_Rini;16.3;o;NA
Rini;364;8.96;7.88;9;J;314_Mb_Rini;13.1;o;NA
Rini;555;9.66;9.05;24;J;314_Mb_Rini;31.5;o;NA
Rini;492;9.54;8.89;13;J;314_Mb_Rini;19.4;o;NA
Rini;325;8.56;8.01;23;J;314_Mb_Rini;17.3;o;NA
Rini;215;7.39;6.87;9;K;314_Mc_Rini;8.5;o;NA
Rini;198;7.03;6.59;8;K;314_Mc_Rini;2.9;o;NA
Rini;285;8.16;7.32;7;K;314_Mc_Rini;5;o;NA
Rini;490;9.3;9.31;25;K;314_Mc_Rini;20.7;o;NA
Rini;160;6.7;6.01;3;K;314_Mc_Rini;2.5;o;NA
Rini;225;7.02;7.01;15;K;314_Mc_Rini;9.8;o;NA
Rini;575;9.87;9.36;13;L;314_Md_Rini;12.6;o;NA
Rini;221;6.65;6.29;4;L;314_Md_Rini;3;o;NA
Rini;236;7.56;6.92;7;L;314_Md_Rini;5.3;o;NA
Rini;435;8.77;9.05;37;L;314_Md_Rini;27.8;o;NA
Rini;192;7.01;6.03;5;L;314_Md_Rini;1.9;o;NA
Rini;445;9.1;8.71;8;L;314_Md_Rini;7.9;o;NA
Rini;231;7.24;7.2;6;A;M10_Rini;9.3;l;NA
Rini;235;7.52;7.24;3;A;M10_Rini;5.7;l;NA
Rini;411;8.99;8.67;9;A;M10_Rini;16;l;NA
Rini;186;6.35;6.13;2;A;M10_Rini;4.5;l;NA
Rini;154;6.2;6.02;2;A;M10_Rini;4.3;l;NA
Rini;348;8.32;7.44;8;A;M10_Rini;14.3;l;NA
Rini;254;7.48;7.01;5;A;M10_Rini;8;l;NA
Rini;305;8.32;7.97;8;A;M10_Rini;13.2;l;NA
Rini;4721;8.44;8.15;12;B;MA_Rini;30.3;l;NA
Rini;420;8.76;8.35;3;B;MA_Rini;4.3;l;NA
Rini;278;7.38;7.48;5;B;MA_Rini;3.7;l;NA
Rini;435;8.86;8.27;7;B;MA_Rini;9;l;NA
Rini;714;11.05;10.28;38;B;MA_Rini;40;l;NA
Rini;302;8.21;7.7;8;B;MA_Rini;5.7;l;NA
Rini;297;7.74;7.16;3;B;MA_Rini;4.1;l;NA
Rini;298;7.08;7.45;3;B;MA_Rini;3.2;l;NA
Rini;555;9.58;9.56;17;C;MC_Rini;19;l;NA
Rini;409;7.81;8.24;15;C;MC_Rini;16.5;l;NA
Rini;146;6.52;5.76;3;C;MC_Rini;3.9;l;NA
Rini;409;8.17;8.21;7;C;MC_Rini;4.6;l;NA
Rini;356;8.23;8.05;10;C;MC_Rini;10.5;l;NA
Rini;541;10.01;9.24;13;C;MC_Rini;12.6;l;NA
Rini;416;8.78;9.04;15;C;MC_Rini;16.4;l;NA
Rini;234;8.95;7.86;8;C;MC_Rini;5.5;l;NA
Rini;405;8.7;9.16;6;D;MD_Rini;5.1;l;NA
Rini;541;9.37;9.88;15;D;MD_Rini;11.3;l;NA
Rini;517;8.75;9.34;12;D;MD_Rini;9.9;l;NA
Rini;351;7.92;7.65;11;D;MD_Rini;9.8;l;NA
Rini;425;8.38;8.84;6;D;MD_Rini;8;l;NA
Rini;574;9.43;9.64;11;D;MD_Rini;10.7;l;NA
Rini;413;8.29;8.54;7;D;MD_Rini;6.9;l;NA
Rini;272;6.98;7.06;2;D;MD_Rini;2.9;l;NA
Rini;388;8.94;8.4;13;E;MN_120718_Rini;10.3;l;NA
Rini;393;9.05;7.96;10;E;MN_120718_Rini;14.8;l;NA
Rini;310;8.12;7.52;12;E;MN_120718_Rini;8.9;l;NA
Rini;614;10.24;9.81;29;E;MN_120718_Rini;31.8;l;NA
Rini;460;9.36;8.71;19;E;MN_120718_Rini;20.5;l;NA
Rini;293;8.15;7.37;11;E;MN_120718_Rini;5.8;l;NA
Rini;461;8.81;8.7;20;E;MN_120718_Rini;26.9;l;NA
Rini;198;6.75;6.35;6;E;MN_120718_Rini;2.5;l;NA
Rini;285;8.47;7.5;6;E;MN_Rini;3.5;l;NA
Rini;327;8.39;7.42;13;E;MN_Rini;7.7;l;NA
Rini;390;7.48;8.18;9;F;MY_Rini;8.5;l;NA
Rini;281;7.25;6.76;10;F;MY_Rini;14;l;NA
Rini;371;8.48;7.89;13;F;MY_Rini;19.5;l;NA
Rini;590;9.53;9.3;28;F;MY_Rini;27.7;l;NA
Rini;418;8.15;8.02;11;F;MY_Rini;14.3;l;NA
Rini;495;8.33;8.15;14;F;MY_Rini;18.2;l;NA
Rini;283;6.84;6.66;12;F;MY_Rini;14.3;l;NA
Rini;353;8.59;8.27;10;F;MY_Rini;7.4;l;NA
Rini;359;8.58;7.84;7;M;Wegende_314_300618_Rini;1.6;o;NA
Rini;347;8.29;7.84;15;M;Wegende_314_300618_Rini;5.6;o;NA
Rini;377;8.23;7.75;17;M;Wegende_314_300618_Rini;5.4;o;NA
Rini;355;8.13;7.95;12;M;Wegende_314_300618_Rini;3.2;o;NA
Rini;321;7.88;7.85;6;M;Wegende_314_300618_Rini;3.5;o;NA
Rini;200;6.93;6.51;8;M;Wegende_314_300618_Rini;3.5;o;NA
Rini;240;7.3;6.45;4;M;Wegende_314_300618_Rini;1.9;o;NA
Rini;370;8.4;7.82;17;M;Wegende_314_300618_Rini;22.5;o;NA
Risp;1239;5.77;5.42;2;A;36_T3_Risp;6.6;l;NA
Risp;1368;5.72;5.62;3;A;36_T3_Risp;9.3;l;NA
Risp;109;5.09;5.46;2;A;36_T3_Risp;6.4;l;NA
Risp;712;3.96;4.64;1;A;36_T3_Risp;2.7;l;NA
Risp;1255;5.99;5.95;2;A;36_T3_Risp;5.9;l;NA
Risp;968;5.23;5.26;1;A;36_T3_Risp;3.5;l;NA
Risp;1618;6.17;6.27;4;A;36_T3_Risp;12.3;l;NA
Risp;1439;5.85;6.14;3;A;36_T3_Risp;9.9;l;NA
Risp;594;3.78;3.43;1;A;36_T3_Risp;3.3;l;NA
Risp;574;3.78;4.05;1;A;36_T3_Risp;3;l;NA
Risp;1488;5.71;6.06;5;B;M1_Risp;10.2;l;NA
Risp;1783;6.22;6.41;4;B;M1_Risp;9.9;l;NA
Risp;1763;6.56;6.59;6;B;M1_Risp;10.7;l;NA
Risp;2262;7.18;6.68;4;B;M1_Risp;15;l;NA
Risp;1576;5.83;5.57;3;B;M1_Risp;12.4;l;NA
Risp;1009;5.23;5.08;2;B;M1_Risp;7.8;l;NA
Risp;215;5.92;6.09;5;B;M1_Risp;16.4;l;NA
Risp;2948;7.43;7.25;7;B;M1_Risp;18;l;NA
Risp;1612;6.12;5.56;3;B;M1_Risp;11.5;l;NA
Risp;2794;6.86;7.32;4;G;M2_Risp;13.3;o;NA
Risp;4727;8.97;9.09;13;G;M2_Risp;36.2;o;NA
